refSeqname	GeneName	pos	.Lgr5+_FPKM	Lgr5-_FPKM
NR_027887	9430008C03Rik	chr2:158179435-158187258	0.466486	0.0397692
NM_177658	Ralgapb	chr2:158235588-158324989	14.575	11.6681
NM_145635	Adig	chr2:158328347-158333934	0	0
NM_001145015	Arhgap40	chr2:158338531-158376364	0	0
NM_009508	Slc32a1	chr2:158436493-158441483	0	0
NM_175419	Actr5	chr2:158450648-158464947	5.57159	3.69469
NR_037312	Mir3474	chr2:158450648-158464947	0	0
NM_153089	Ppp1r16b	chr2:158492468-158592070	0.397757	3.40484
NM_001159662	Ppp1r16b	chr2:158492468-158592070	0.326663	0.403888
NM_145742	Dhx35	chr2:158620555-158683950	7.50898	3.42332
NM_001033411	Gm826	chr2:160137136-160153230	0	0
NM_010658	Mafb	chr2:160189412-160192801	2.29749	73.0858
NM_009408	Top1	chr2:160471632-160548499	16.6102	13.7236
NM_022883	Lpin3	chr2:160706405-160731736	0.385762	0.105716
NM_001199118	Lpin3	chr2:160706405-160731736	2.87523	2.63546
NM_182840	Emilin3	chr2:160732173-160738064	0.395546	0
NR_033569	9430021M05Rik	chr2:162486898-162500940	0	0
NM_026499	Srsf6	chr2:162757243-162762856	36.1489	27.3219
NM_013731	Sgk2	chr2:162813216-162839863	0	4.07233
NM_172150	Ift52	chr2:162843207-162871871	7.3464	8.70072
NM_008652	Mybl2	chr2:162880370-162910423	19.8684	2.08036
NM_026630	Gtsf1l	chr2:162912766-162915337	0	0
NM_025699	3230401D17Rik	chr2:163231557-163245206	5.8293	5.26043
NM_144891	Gdap1l1	chr2:163264202-163281060	1.29326	0.493648
NM_173397	Fitm2	chr2:163294438-163298739	2.92771	0
NR_028122	2310001K24Rik	chr2:163294438-163298739	0	0
NM_001099331	R3hdml	chr2:163318053-163367457	0	1.06645
NR_027970	0610008F07Rik	chr2:163318053-163367457	1.7563	1.32545
NM_008261	Hnf4a	chr2:163372923-163398643	431.285	163.905
NM_029512	Ttpal	chr2:163428049-163444749	0.600522	1.39612
NM_181734	Ttpal	chr2:163428049-163444749	11.0123	1.61332
NM_012032	Serinc3	chr2:163449008-163471536	359.055	228.762
NR_028113	0610039K10Rik	chr2:163449008-163471536	0.589262	0.000277258
NM_001039390	Pkig	chr2:163484121-163551894	0.258138	0.0411196
NM_001039391	Pkig	chr2:163484121-163551894	7.53541	8.01857
NM_001164055	Pkig	chr2:163484121-163551894	0.00822663	0.077064
NM_001164053	Pkig	chr2:163484121-163551894	0.0213523	0.170519
NM_011106	Pkig	chr2:163484121-163551894	3.01235	1.36463
NM_007398	Ada	chr2:163552319-163575913	5.59892	20.2598
NM_016873	Wisp2	chr2:163646569-163658883	0	0
NM_001030292	Kcnk15	chr2:163679485-163684610	0	0
NM_001114079	Pabpc1l	chr2:163851185-163876274	0	0
NM_025996	Tomm34	chr2:163879276-163896838	9.56319	10.7981
NM_008435	Kcns1	chr2:163989354-163996849	0	0
NM_145369	Wfdc5	chr2:164002060-164008478	0	0
NM_138684	Wfdc12	chr2:164014966-164016294	0	0
NM_183271	Wfdc15a	chr2:164024607-164025853	0	0
NM_001045554	Wfdc15b	chr2:164040189-164047399	0	0
NM_138685	Wfdc15b	chr2:164040189-164047399	0	0
NM_017390	Svs2	chr2:164061664-164064077	0	0
NM_173377	Svs3b	chr2:164080098-164082379	0	0
NM_021363	Svs3a	chr2:164115003-164117236	0	0
NM_013679	Svs6	chr2:164142486-164144186	0	0
NM_009301	Svs5	chr2:164158500-164160130	0	0
NM_011414	Slpi	chr2:164179805-164182243	0	0
NM_013592	Matn4	chr2:164215133-164240948	0	0
NM_011521	Sdc4	chr2:164249746-164268688	65.4897	25.6164
NM_025575	Sys1	chr2:164286470-164291010	15.0498	11.0613
NM_001048227	Dbndd2	chr2:164311639-164318823	0.00376459	0.560461
NM_026797	Dbndd2	chr2:164311639-164318823	0.0378891	0.0384832
NM_001048228	Dbndd2	chr2:164311639-164318823	0.421274	0.483536
NM_001048229	Dbndd2	chr2:164311639-164318823	0.845459	0.490158
NM_133779	Pigt	chr2:164323024-164333801	277.107	108.764
NM_026323	Wfdc2	chr2:164388215-164394006	2.31329	0
NM_001177401	Spint3	chr2:164395194-164398956	0	0
NM_001177848	Wfdc6a	chr2:164405018-164410947	0	0
NM_001033240	Wfdc6a	chr2:164405018-164410947	0	0
NM_029325	Spinlw1	chr2:164413842-164419071	0	0
NM_001080550	Wfdc8	chr2:164422712-164439126	0	0
NM_001012725	Wfdc6b	chr2:164439199-164443713	0	0
NM_001012723	Wfdc16	chr2:164460207-164464302	0	0
NM_001160414	Wfdc9	chr2:164475124-164480466	0	0
NM_001039501	Wfdc10	chr2:164481545-164482868	0	0
NM_001012704	Wfdc13	chr2:164510606-164513206	0	0
NM_030058	Spint4	chr2:164524000-164527948	0	0
NM_001040055	Gm14316	chr2:164540804-164543568	0	0
NM_027961	Wfdc3	chr2:164556725-164568767	0	0
NM_133763	Dnttip1	chr2:164571514-164593719	16.123	8.42894
NM_026785	Ube2c	chr2:164595428-164598402	127.63	45.5163
NM_009394	Tnnc2	chr2:164602661-164605234	0	0
NM_133924	Snx21	chr2:164611520-164630381	9.58252	1.11274
NM_178375	Zswim3	chr2:164630613-164647627	5.62634	2.43211
NM_028028	Zswim1	chr2:164648185-164652367	5.79066	2.51316
NM_029370	1700020C07Rik	chr2:164652881-164654034	0	0
NM_001082974	Neurl2	chr2:164656229-164683208	0.000460635	0
NM_001038492	Ctsa	chr2:164656229-164683208	73.2434	307.927
NM_008906	Ctsa	chr2:164656229-164683208	26.5468	35.3422
NM_011125	Pltp	chr2:164656229-164683208	0	2.88196
NM_146129	Pcif1	chr2:164704867-164716937	18.5333	9.93326
NM_199027	Zfp335	chr2:164717391-164737250	10.7616	9.35603
NM_013599	Mmp9	chr2:164773750-164781346	0	10.0341
NM_020333	Slc12a5	chr2:164793487-164825231	0.820372	0
NM_144892	Ncoa5	chr2:164825856-164860279	13.3189	2.18707
NR_033448	1700025C18Rik	chr2:164904192-164916250	0	0
NM_144893	Slc35c2	chr2:165102055-165113327	19.4153	33.368
NM_207705	Elmo2	chr2:165113530-165151979	3.60272	5.548
NM_001005425	Zfp663	chr2:165176796-165187619	0	0
NM_178411	Zfp334	chr2:165202935-165213759	0.706167	0
NM_029021	4833422F24Rik	chr2:165220949-165225894	0	1.27932
NM_001007581	2810408M09Rik	chr2:165315611-165318814	4.01771	2.36481
NM_130451	Slc2a10	chr2:165329477-165345411	0.686604	2.82801
NM_008679	Ncoa3	chr2:165818136-165981156	10.1351	16.7541
NR_033467	Gm11468	chr2:166099407-166120331	0	0
NR_015558	5031425F14Rik	chr2:166272950-166284270	0	0
NM_023815	Trp53rk	chr2:166619266-166624992	1.09416	1.26939
NM_001085495	Arfgef2	chr2:166631080-166723551	15.8903	11.5645
NM_023565	Cse1l	chr2:166731595-166771889	25.1734	20.7164
NM_001109905	Stau1	chr2:166773641-166821778	20.0763	2.57822
NM_001109906	Stau1	chr2:166773641-166821778	0.856552	0.434936
NM_011490	Stau1	chr2:166773641-166821778	0.0424404	14.447
NM_001033196	Znfx1	chr2:166861296-166891362	7.5435	11.902
NM_001081005	1500012F01Rik	chr2:166861296-166891362	2.72665	0
NR_028540	Snord12	chr2:166861296-166891362	0	0
NM_008968	Ptgis	chr2:167028695-167066037	0	0
NM_019835	B4galt5	chr2:167123944-167174678	20.5478	12.3666
NM_170756	Spata2	chr2:167306635-167341666	14.0892	12.4597
NM_030743	Rnf114	chr2:167306635-167341666	18.5768	15.6532
NM_011427	Snai1	chr2:167363726-167368311	0	0
NM_023230	Ube2v1	chr2:167433138-167457505	40.4624	24.7961
NM_145538	Tmem189	chr2:167468724-167487044	6.65283	5.55486
NM_009883	Cebpb	chr2:167514414-167515918	9.36666	6.41607
NR_015500	A530013C23Rik	chr2:167516707-167522913	0	0
NM_001080708	Fam65c	chr2:167806285-167836093	0	0
NM_021409	Pard6b	chr2:167906503-167926703	4.43103	2.33597
NM_009628	Adnp	chr2:168006464-168032562	25.1458	14.4344
NM_010072	Dpm1	chr2:168034547-168055879	1.96438	1.35099
NM_001160330	Mocs3	chr2:168056121-168057803	0.926739	1.45178
NM_001081134	Kcng1	chr2:168087197-168094831	0	0
NM_010899	Nfatc2	chr2:168301909-168427155	1.68274	2.80466
NM_001136073	Nfatc2	chr2:168301909-168427155	1.5199	0.199623
NM_001037177	Nfatc2	chr2:168301909-168427155	2.37707	0.275167
NM_001037178	Nfatc2	chr2:168301909-168427155	9.12E-10	0.00641078
NM_175303	Sall4	chr2:168573831-168592701	0	0
NM_201395	Sall4	chr2:168573831-168592701	0	0
NM_201396	Sall4	chr2:168573831-168592701	0	0
NM_009564	Zfp64	chr2:168750860-168781087	19.5505	6.66263
NR_033634	A630075F10Rik	chr2:169886739-169896278	0	0
NR_033632	A630075F10Rik	chr2:169886739-169896278	0	0
NM_001033299	Zfp217	chr2:169934142-169968175	0.378241	1.35931
NM_001159683	Zfp217	chr2:169934142-169968175	7.49079	0.95967
NM_001164369	Bcas1	chr2:170172490-170253345	1.92643	1.21186
NM_029815	Bcas1	chr2:170172490-170253345	0.0645599	0.198803
NM_009996	Cyp24a1	chr2:170308464-170344570	0	0
NM_001013369	Pfdn4	chr2:170308464-170344570	0	0
NM_001110152	Pfdn4	chr2:170308464-170344570	0	0
NM_001199902	Pfdn4	chr2:170308464-170344570	0	0
NR_027825	4930470P17Rik	chr2:170404917-170427517	0	0
NM_175631	Cbln4	chr2:171861835-171868966	0	0
NM_008561	Mc3r	chr2:172073991-172076614	0	0
NM_025912	2010011I20Rik	chr2:172171076-172181249	8.17067	12.8911
NM_011497	Aurka	chr2:172181695-172196006	26.6203	5.86018
NM_024199	Cstf1	chr2:172196502-172206586	42.2116	11.3711
NM_025542	2410001C21Rik	chr2:172266077-172295399	22.2398	26.5786
NM_001039560	Gcnt7	chr2:172266077-172295399	0	0
NM_029608	1700029J11Rik	chr2:172298053-172299816	0	0
NM_009335	Tcfap2c	chr2:172375092-172384121	0	0
NM_001159696	Tcfap2c	chr2:172375092-172384121	0	0
NM_001083959	Spo11	chr2:172805342-172819077	0	0
NM_001083960	Spo11	chr2:172805342-172819077	0	0
NM_012046	Spo11	chr2:172805342-172819077	0	0
NM_019547	Rbm38	chr2:172847402-172860232	90.4857	26.3338
NM_175112	Rae1	chr2:172825617-172841240	67.849	27.838
NM_001081387	Ctcfl	chr2:172919109-172945026	0	0
NM_011044	Pck1	chr2:172978573-172984754	6.86574	180.329
NM_021394	Zbp1	chr2:173032113-173044423	0	6.67526
NM_001139519	Zbp1	chr2:173032113-173044423	0	38.7977
NM_022995	Pmepa1	chr2:173049965-173102034	6.73201	5.22568
NM_028158	1700021F07Rik	chr2:173348092-173354003	0	0
NM_027303	Ankrd60	chr2:173394161-173403842	0	0
NM_001199955	Ankrd60	chr2:173394161-173403842	0	0
NM_024436	Rab22a	chr2:173485345-173527683	10.7065	25.032
NM_029308	1700010B08Rik	chr2:173544915-173547587	0	0
NM_019806	Vapb	chr2:173563071-173609837	6.79043	6.31441
NM_001102423	Stx16	chr2:173902551-173925272	6.59753	1.32334
NM_001102424	Stx16	chr2:173902551-173925272	0.29901	1.73349
NM_001102425	Stx16	chr2:173902551-173925272	2.092	1.34159
NM_172675	Stx16	chr2:173902551-173925272	0.351255	1.20424
NM_213733	Npepl1	chr2:173935851-173948203	46.5688	22.0507
NR_029646	Mir296	chr2:174092547-174092626	0	0
NR_029649	Mir298	chr2:174093004-174093086	0	0
NR_002846	Nespas	chr2:174106737-174172243	0.034065	0
NM_019690	Gnas	chr2:174106737-174172243	0.0467314	0.0854149
NM_022000	Gnas	chr2:174106737-174172243	1.98E-07	1.76E-08
NM_201617	Gnas	chr2:174106737-174172243	0	0
NM_001077507	Gnas	chr2:174106737-174172243	2.42E-10	1.03E-08
NM_010309	Gnas	chr2:174106737-174172243	2.39E-10	1.02E-08
NM_201618	Gnas	.	.	.
NR_003258	Gnas	chr2:174106737-174172243	143.824	401.523
NM_001077510	Gnas	chr2:174106737-174172243	47.0571	22.5033
NM_201616	Gnas	chr2:174106737-174172243	5.24E-10	2.66E-08
NM_020580	Th1l	chr2:174241304-174264493	13.5711	7.21305
NM_022325	Ctsz	chr2:174241304-174264493	51.4489	124.038
NM_001080971	Tubb1	chr2:174276195-174283383	0	0
NM_025983	Atp5e	chr2:174286575-174289602	8.4367	5.33306
NM_025531	Slmo2	chr2:174290591-174298442	15.4036	9.56296
NM_001099328	Zfp831	chr2:174469034-174536331	0	1.2273
NM_001085546	LOC664987	chr2:174887049-174893264	0	0
NM_001177480	Gm14391	chr2:175868369-175987706	0.895092	0.468936
NM_001164689	Gm6710	chr2:174952492-175261278	0.189169	0.1633
NM_001099308	Gm14391	.	.	.
NM_001199307	Gm14435	.	.	.
NR_037700	Gm2049	chr2:174952492-175261278	0	0
NM_001100415	Gm14430	chr2:174952492-175261278	0	0
NM_001101804	Gm14434	.	.	.
NM_001099349	Gm14308	.	.	.
NM_001177404	Gm14431	chr2:174952492-175261278	0.0144888	0.0440534
NM_001177405	Gm8898	.	.	.
NM_001177406	Gm14431	chr2:174952492-175261278	0.176718	0.149241
NM_001177407	Gm8898	.	.	.
NR_037700	Gm2049	chr2:174952492-175261278	0	0
NM_001100415	Gm14430	chr2:174952492-175261278	0	0
NM_001101804	Gm14434	.	.	.
NM_001099349	Gm14308	.	.	.
NM_001100415	Gm14430	chr2:174952492-175261278	0	0
NM_001101804	Gm14434	.	.	.
NM_001177543	0610010B08Rik	chr2:174952492-175261278	0	0
NM_001099349	Gm14308	.	.	.
NR_037700	Gm2049	chr2:174952492-175261278	0	0
NM_001177404	Gm14431	chr2:174952492-175261278	0.0144888	0.0440534
NM_001177405	Gm8898	.	.	.
NM_001177406	Gm14431	chr2:174952492-175261278	0.176718	0.149241
NM_001177407	Gm8898	.	.	.
NM_001100415	Gm14430	chr2:174952492-175261278	0	0
NM_001101804	Gm14434	.	.	.
NM_001177543	0610010B08Rik	chr2:174952492-175261278	0	0
NM_001099349	Gm14308	.	.	.
NR_037700	Gm2049	chr2:174952492-175261278	0	0
NM_001199308	Gm14440	.	.	.
NM_001033123	Gm14288	chr2:174952492-175261278	0.0556254	0.112264
NM_001199307	Gm14435	.	.	.
NM_001099308	Gm14391	.	.	.
NM_001164689	Gm6710	chr2:174952492-175261278	0.189169	0.1633
NR_037700	Gm2049	chr2:174952492-175261278	0	0
NM_001177404	Gm14431	chr2:174952492-175261278	0.0144888	0.0440534
NM_001177405	Gm8898	.	.	.
NM_001177406	Gm14431	chr2:174952492-175261278	0.176718	0.149241
NM_001177407	Gm8898	.	.	.
NM_001099349	Gm14308	.	.	.
NM_001100416	OTTMUSG00000016609	chr2:176082748-176097171	0.184128	0
NM_001099327	100043387	.	.	.
NR_037700	Gm2049	chr2:174952492-175261278	0	0
NM_001099349	Gm14308	.	.	.
NM_001100415	Gm14430	chr2:174952492-175261278	0	0
NM_001101804	Gm14434	.	.	.
NM_001099349	Gm14308	.	.	.
NR_037700	Gm2049	chr2:174952492-175261278	0	0
NM_001199308	Gm14440	.	.	.
NM_001033123	Gm14288	chr2:174952492-175261278	0.0556254	0.112264
NM_001199307	Gm14435	.	.	.
NR_037700	Gm2049	chr2:174952492-175261278	0	0
NM_001100415	Gm14430	chr2:174952492-175261278	0	0
NM_001101804	Gm14434	.	.	.
NM_001177543	0610010B08Rik	chr2:174952492-175261278	0	0
NM_001099349	Gm14308	.	.	.
NM_001099327	100043387	.	.	.
NM_001100416	OTTMUSG00000016609	chr2:176082748-176097171	0.184128	0
NM_001205057	Gm14295	chr2:176266768-176598837	0	0
NM_001177568	Gm14420	chr2:177249446-177263899	0.521169	1.00228
NR_036450	Gm14403	chr2:177282930-177297016	0.350334	0
NM_001024849	Gm14325	chr2:177563695-177575023	0.688497	0.843839
NM_001190302	Gm14326	chr2:177677315-177691994	0.342629	0.364951
NR_038101	Gm14327	chr2:177631867-177662555	0	0
NM_001177400	Etohi1	chr2:177757988-177770564	0	0
NM_001177399	Etohi1	chr2:177757988-177770564	2.3434	1.48834
NM_001162922	Zfp931	chr2:177801582-177813130	2.81605	0
NM_001085501	Ppp1r3d	chr2:178145911-178149177	0	1.09904
NM_001081289	9030418K01Rik	chr2:178149238-178156866	0	0
NM_198656	Cdh26	chr2:178165311-178222071	0	0
NR_033782	4921531C22Rik	chr2:179711557-179713718	2.78427	0
NM_177727	Lsm14b	chr2:179759691-179770166	10.4875	10.0348
NM_011969	Psma7	chr2:179771080-179777107	34.2677	18.1861
NM_178750	Ss18l1	chr2:179777187-179804906	2.00817	1.85141
NM_001083328	Gtpbp5	chr2:179805297-179820607	1.17297	0.356406
NM_001083329	Gtpbp5	chr2:179805297-179820607	0.999092	1.62368
NM_028422	Gtpbp5	chr2:179805297-179820607	0.188292	6.11567
NM_181424	Gtpbp5	chr2:179805297-179820607	0.184351	0.0956934
NM_133849	Hrh3	chr2:179834177-179838927	0.951127	0
NM_144500	Osbpl2	chr2:179854070-179897385	11.7186	12.0296
NM_019822	Adrm1	chr2:179906292-179910988	14.2399	7.30606
NM_001081171	Lama5	chr2:179911077-179960564	4.03146	0.993901
NM_025587	Rps21	chr2:179992083-179993149	4.69536	0
NR_037274	Mir3091	chr2:179992083-179993149	0	0
NM_145851	Cables2	chr2:179993243-180008170	16.3438	6.51686
NM_173031	BC066135	chr2:180012350-180024584	7.21241	0.872591
NM_008093	Gata5	chr2:180059792-180069384	149.009	78.0977
NR_029528	Mir1-1	chr2:180123752-180123829	0	0
NR_029901	Mir133a-2	chr2:180133083-180133187	0	0
NM_148933	Slco4a1	chr2:180195682-180209557	4.8873	1.00612
NM_018766	Ntsr1	chr2:180234680-180279684	0	0
NM_028479	1600027N09Rik	chr2:180316008-180320339	2.43252	3.24192
NM_031373	Ogfr	chr2:180324111-180330542	12.6897	12.3326
NM_178254	Tcfl5	chr2:180332926-180377396	0	0
NM_175551	Dido1	chr2:180392668-180444704	15.93	9.14354
NM_177852	Dido1	chr2:180392668-180444704	1.89211	0.325537
NM_011805	Dido1	chr2:180392668-180444704	0.861092	2.45508
NM_029607	2310003C23Rik	chr2:180447250-180453222	15.502	17.3167
NM_183161	Slc17a9	chr2:180460043-180476983	0.879644	2.09814
NM_080641	Bhlhe23	chr2:180509085-180511605	0	0
NR_029538	Mir124a-3	chr2:180628744-180628812	0	0
NM_173761	Ythdf1	chr2:180639081-180655641	14.5888	7.97108
NM_001163247	Birc7	chr2:180663727-180668715	0	0
NM_001141933	Nkain4	chr2:180669476-180689404	0	0
NM_021426	Nkain4	chr2:180669476-180689404	0	0
NM_001177707	Arfgap1	chr2:180701929-180717229	0.102167	0.00124179
NM_001177708	Arfgap1	chr2:180701929-180717229	5.09021	0.127077
NM_001177709	Arfgap1	chr2:180701929-180717229	0.0285348	0.0153603
NM_001177710	Arfgap1	chr2:180701929-180717229	2.28504	5.55233
NM_145760	Arfgap1	chr2:180701929-180717229	0.792812	4.00765
NM_001177706	Arfgap1	chr2:180701929-180717229	4.84234	0.86453
NM_015730	Chrna4	chr2:180757015-180773882	0	0
NM_001003824	Kcnq2	chr2:180810283-180869930	0	0
NM_001003825	Kcnq2	chr2:180810283-180869930	0	0
NM_001006668	Kcnq2	chr2:180810283-180869930	0	0
NM_001006669	Kcnq2	chr2:180810283-180869930	0	0
NM_001006674	Kcnq2	chr2:180810283-180869930	0	0
NM_010611	Kcnq2	chr2:180810283-180869930	0	0
NM_001006675	Kcnq2	chr2:180810283-180869930	0	0
NM_001006677	Kcnq2	chr2:180810283-180869930	0	0
NM_001006676	Kcnq2	chr2:180810283-180869930	0	0
NM_001006678	Kcnq2	chr2:180810283-180869930	0	0
NM_001006679	Kcnq2	chr2:180810283-180869930	0	0
NM_001006680	Kcnq2	chr2:180810283-180869930	0	0
NM_007906	Eef1a2	chr2:180882396-180891720	0	0
NM_025598	Ppdpf	chr2:180922047-180923209	22.4522	22.3626
NM_009184	Ptk6	chr2:180929828-180937494	0	1.52358
NM_011481	Srms	chr2:180940267-180947876	0	0
NM_199312	BC051628	chr2:180954720-180957556	0	0
NM_183162	BC006779	chr2:180962319-180976732	9.9378	33.0984
NM_009133	Stmn3	chr2:181041163-181049205	0	0
NM_001001882	Rtel1	chr2:181054428-181091321	0.837213	0.668984
NM_001166665	Rtel1	chr2:181054428-181091321	0.993642	0.750964
NM_001166666	Rtel1	chr2:181054428-181091321	0.0263959	0.378112
NM_001166667	Rtel1	chr2:181054428-181091321	3.35333	0.347566
NM_001166668	Rtel1	chr2:181054428-181091321	0.0580123	0.0010013
NR_030710	Rtel1	chr2:181054428-181091321	1.93544	0.00371537
NM_001165991	Arfrp1	chr2:181092394-181115498	5.84254	1.53E-07
NM_001165992	Arfrp1	chr2:181092394-181115498	0.538227	2.5609
NM_001165995	Arfrp1	chr2:181092394-181115498	0.003003	0.784581
NM_029702	Arfrp1	chr2:181092394-181115498	2.6602	0.130998
NR_028585	Arfrp1	chr2:181092394-181115498	0.119896	1.52E-05
NM_144894	Zgpat	chr2:181092394-181115498	1.18569	9.71E-10
NM_001048148	Zgpat	chr2:181092394-181115498	4.5496	0.161552
NM_023684	Lime1	chr2:181115939-181118333	11.6786	5.4132
NM_028125	Zbtb46	chr2:181125590-181194131	0	0.0341164
NM_183181	Abhd16b	chr2:181227910-181229685	0	0
NM_025482	Tpd52l2	chr2:181231957-181251462	3.12484	3.35488
NM_026765	Uckl1	chr2:181303858-181327166	11.2833	15.6553
NR_027289	Uckl1os	chr2:181303858-181327166	0	0
NR_027290	Uckl1os	chr2:181303858-181327166	0.732454	0
NM_001164597	Znf512b	chr2:181303858-181327166	5.33702	5.08394
NM_172676	Samd10	chr2:181329923-181333852	20.2294	11.6839
NM_133701	Prpf6	chr2:181336023-181390366	11.1347	12.8601
NM_009236	Sox18	chr2:181404541-181406345	0	3.06014
NM_009326	Tcea2	chr2:181415014-181422756	0	0
NM_026446	Rgs19	chr2:181423127-181428629	0.896399	4.32622
NM_199023	4930526D03Rik	chr2:181431499-181433147	0	0
NM_011012	Oprl1	chr2:181449748-181455677	0	0
NM_153594	Pcmtd2	chr2:181572607-181592155	1.05428	3.05553
NM_025901	Polr3k	chr2:181599064-181605531	2.8482	6.82282
NM_001205282	Gm14496	chr2:181725930-181735792	0	0
NM_025822	Rsrc1	chr3:66789593-67162325	3.97216	2.24289
NM_178594	Vtcn1	chr3:100629381-100700845	0	0
NM_030708	Zfhx4	chr3:5218553-5415855	0	0
NM_133218	Zfp704	chr3:9427009-9610085	12.2519	2.10486
NM_001163328	Ralyl	chr3:13471654-14182287	0	0
NM_178631	Ralyl	chr3:13471654-14182287	0	0
NM_001173459	LOC100038947	chr3:15695319-15748436	0	0
NM_001146323	Hps3	chr3:19857053-19935310	0.347342	1.22368
NM_080634	Hps3	chr3:19857053-19935310	0.891195	0.0711933
NM_001146324	Hps3	chr3:19857053-19935310	0.499859	0.0691403
NM_030732	Tbl1xr1	chr3:21975573-22115516	6.15816	4.57936
NM_138666	Nlgn1	chr3:25330762-26230831	0	0
NM_001163009	Tnik	chr3:28162135-28569507	0.0160162	0.0103469
NM_001163007	Tnik	chr3:28162135-28569507	0.0190011	1.16739
NM_001163008	Tnik	chr3:28162135-28569507	6.03496	2.78154
NM_026910	Tnik	chr3:28162135-28569507	0.00495389	0.802501
NM_001167748	Egfem1	chr3:28981498-29589978	0	0
NM_029412	Egfem1	chr3:28981498-29589978	0	0
NM_013531	Gnb4	chr3:32482449-32515457	0	0
NM_183221	Fat4	chr3:38785861-38910905	0	1.12498
NM_030595	Nbea	chr3:55429119-55987623	2.62328	1.01907
NR_037189	Gm9696	chr3:59756230-59777516	0	0
NM_010597	Kcnab1	chr3:64913564-65182141	0	0
NM_145820	Veph1	chr3:65858747-66100741	0	0
NM_001113419	Iqcj-schip1	chr3:67696141-68430404	0	0
NM_001113420	Schip1	chr3:67696141-68430404	0	0
NM_001113421	Schip1	chr3:67696141-68430404	0	0
NM_178726	Ppm1l	chr3:69120839-69359318	1.28813	0.381611
NM_133187	Fam198b	chr3:79689851-79750200	0	5.16356
NM_001111048	Fga	chr3:82830074-82837539	0	0
NM_010196	Fga	chr3:82830074-82837539	0	0
NM_029721	Snx27	chr3:94301465-94386624	8.53581	8.82599
NM_001082484	Snx27	chr3:94301465-94386624	1.33142	0.388928
NM_001177669	Golph3l	chr3:95392855-95423169	3.82664	0.355145
NM_001177670	Golph3l	chr3:95392855-95423169	0.0687121	0.252363
NM_146133	Golph3l	chr3:95392855-95423169	6.79265	12.6859
NM_001110163	Pde4dip	chr3:97493751-97692630	0.0671553	4.83E-10
NM_001039376	Pde4dip	chr3:97493751-97692630	0.000440028	0.099074
NM_001012306	Hsd3b3	chr3:98545398-98567051	0.000656666	1.73542
NM_001161744	Hsd3b3	chr3:98545398-98567051	0.425188	25.5987
NM_001161745	Hsd3b3	chr3:98545398-98567051	0.831006	1.82498
NM_001161742	Hsd3b3	chr3:98545398-98567051	0.433791	1.84706
NM_001161743	Hsd3b3	chr3:98545398-98567051	0.810186	25.1535
NM_001039371	Slc22a15	chr3:101659693-101728376	0.99161	0.794468
NM_198658	Nr1h5	chr3:102743580-102768056	0	0
NM_201619	Nr1h5	chr3:102743580-102768056	0	0
NM_201622	Nr1h5	chr3:102743580-102768056	0	0
NM_001163467	Phtf1	chr3:103718042-103811414	0.0351797	0
NM_001163468	Phtf1	chr3:103718042-103811414	5.88072	0
NM_001163469	Phtf1	chr3:103718042-103811414	2.86059	0
NM_013629	Phtf1	chr3:103718042-103811414	1.82E-07	0
NM_001081320	Cyb561d1	chr3:107998688-108003752	2.0534	0.814754
NM_028061	Cyb561d1	chr3:107998688-108003752	0.0739659	0.0290229
NM_144902	Slc35a3	chr3:116373715-116415198	7.03222	6.78985
NM_170778	Dpyd	chr3:118265095-119135836	4.84219	23.2299
NM_133857	Usp53	chr3:122636518-122687365	12.8128	9.03389
NM_007934	Enpep	chr3:128972094-129035667	5.98607	68.195
NM_029838	Col25a1	chr3:129883795-130299335	0	0
NM_198711	Col25a1	chr3:129883795-130299335	0	0
NM_001040400	Tet2	chr3:133126640-133207354	14.339	18.9196
NM_008689	Nfkb1	chr3:135247618-135354511	7.91109	8.40029
NM_019571	Tspan5	chr3:138405158-138567388	1.57122	0.707828
NM_007560	Bmpr1b	chr3:141500099-141645215	0	0
NM_172864	Wdr63	chr3:145703489-145771000	0	0.82196
NM_001076676	Usp33	chr3:152009444-152056578	5.21107	5.06791
NM_133247	Usp33	chr3:152009444-152056578	2.01137	0.0686555
NM_011372	St6galnac3	chr3:152865472-153388097	0	1.09711
NM_001039094	Negr1	chr3:156224757-156979411	0	0
NM_177274	Negr1	chr3:156224757-156979411	0	0
NM_011196	Ptger3	chr3:157229855-157307722	0	1.40872
NM_013920	Hnf4g	chr3:3508029-3659800	5.75278	38.1308
NM_008371	Il7	chr3:7572076-7613427	1.19372	1.90428
NM_025285	Stmn2	chr3:8509526-8561604	0	0
NM_025434	Mrps28	chr3:8802145-8923857	3.5856	0
NM_001195031	Pag1	chr3:9687481-9833679	3.18382	4.32384
NM_053182	Pag1	chr3:9687481-9833679	0.294087	3.49401
NM_001163329	Ralyl	chr3:13471654-14182287	0	0
NM_001163330	Ralyl	chr3:13471654-14182287	0	0
NM_001163579	Lrrcc1	chr3:14533787-14572658	0.138645	0.00503372
NM_001163580	Lrrcc1	chr3:14533787-14572658	0.939422	0.00295299
NM_028915	Lrrcc1	chr3:14533787-14572658	0.0037295	1.30999
NM_001081687	Gm5150	chr3:15848069-15906332	0	0
NR_033490	2610100L16Rik	chr3:17689920-17700071	0	0
NM_021560	Bhlhe22	chr3:17954324-17957514	0	0
NM_007825	Cyp7b1	chr3:17971949-18143338	0	0
